order_id,First Name,Last Name,Middle Initial,Gender,E-Mail,Phone No,City,County,cust_id,ref_num,category,price,quantity_ordered,total,payment_method,status,anomaly_score
100383230,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,140.0,2,126.0,Easypay_MA,canceled,1
100383230,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,125.0,2,112.5,Easypay_MA,canceled,1
100383242,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,125.0,2,112.5,easypay_voucher,complete,1
100383242,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,140.0,2,126.0,easypay_voucher,complete,1
100397949,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,140.0,2,126.0,easypay_voucher,complete,1
100397949,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,99.0,2,89.1,easypay_voucher,complete,1
100397949,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,125.0,2,112.5,easypay_voucher,complete,1
100397973,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,125.0,3,225.0,easypay_voucher,canceled,1
100442319,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Beauty & Grooming,29.9,3,59.8,cod,complete,1
100447999,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Entertainment,587.0,3,874.0,Easypay,canceled,1
100447999,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Appliances,182.0,9,1456.0,Easypay,canceled,-1
100448205,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Mobiles & Tablets,1239.9,2,1089.9,Easypay,canceled,-1
100448717,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Entertainment,56.8,3,113.6,Easypay,canceled,1
100449034,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Appliances,172.2,3,344.4,cod,order_refunded,1
100449034,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Appliances,110.0,2,110.0,cod,order_refunded,1
100469648,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,112.5,1,0.0,easypay_voucher,order_refunded,1
100469652,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,130.0,1,0.0,easypay_voucher,complete,1
100476933,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Women's Fashion,138.0,3,248.4,easypay_voucher,complete,1
100514243,Lenny,Blount,X,M,lenny.blount@apple.com,2284500931,Drew,Sunflower,15106,503495,Appliances,350.0,2,350.0,cod,complete,1
100354700,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Mobiles & Tablets,32.3,1,0.0,cod,order_refunded,1
100354700,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Mobiles & Tablets,444.4,1,0.0,cod,order_refunded,1
100357028,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,43.8,2,36.718,cod,received,1
100357028,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Mobiles & Tablets,79.9,2,66.982,cod,received,1
100389916,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Superstore,24.8,2,24.8,cod,order_refunded,1
100389916,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Superstore,27.8,2,27.8,cod,order_refunded,1
100389916,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Men's Fashion,49.8,2,49.8,cod,order_refunded,1
100535491,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,22.5,2,22.5,cod,received,1
100535491,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Men's Fashion,59.9,2,59.9,cod,received,1
100535491,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,23.0,2,23.0,cod,received,1
100535493,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,22.5,2,22.5,cod,order_refunded,1
100535493,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Men's Fashion,59.9,2,59.9,cod,order_refunded,1
100535493,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,23.0,2,23.0,cod,order_refunded,1
100535496,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,22.5,2,22.5,cod,order_refunded,1
100535496,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Men's Fashion,59.9,2,59.9,cod,order_refunded,1
100535496,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,23.0,2,23.0,cod,order_refunded,1
100535498,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,22.5,2,22.5,cod,order_refunded,1
100535498,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Men's Fashion,59.9,2,59.9,cod,order_refunded,1
100535498,Romeo,Hopps,G,M,romeo.hopps@outlook.com,3083922413,Snyder,Dodge,37011,182401,Soghaat,23.0,3,46.0,cod,order_refunded,1
100354701,Florentino,Stough,J,M,florentino.stough@gmail.com,2016999950,Riverton,Burlington,52163,716936,Appliances,34.5,4,103.5,cod,complete,1
100354702,Harrison,Criss,F,M,harrison.criss@yahoo.com,3045018116,Huntington,Cabell,60132,237201,Women's Fashion,121.5,2,121.5,Payaxis,canceled,1
100354702,Harrison,Criss,F,M,harrison.criss@yahoo.com,3045018116,Huntington,Cabell,60132,237201,Women's Fashion,115.5,2,115.5,Payaxis,canceled,1
100354704,Harrison,Criss,F,M,harrison.criss@yahoo.com,3045018116,Huntington,Cabell,60132,237201,Women's Fashion,121.5,2,121.5,Payaxis,complete,1
100354704,Harrison,Criss,F,M,harrison.criss@yahoo.com,3045018116,Huntington,Cabell,60132,237201,Women's Fashion,115.5,2,115.5,Payaxis,complete,1
100354703,Micah,Coutee,M,M,micah.coutee@gmail.com,4794714601,Benton,Benton,44511,562300,Men's Fashion,35.0,2,35.0,cod,order_refunded,1
100354706,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354706,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354706,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354707,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354707,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354707,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354705,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354705,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354705,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354709,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354709,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354709,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354708,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354708,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354708,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354710,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354710,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354710,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354712,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354712,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354712,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354711,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354711,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354711,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354714,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354714,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354714,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354713,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,canceled,1
100354713,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,canceled,1
100354713,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,canceled,1
100354715,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Appliances,445.0,2,445.0,Payaxis,received,1
100354715,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1279.9,3,2559.8,Payaxis,received,1
100354715,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Mobiles & Tablets,1690.0,2,1690.0,Payaxis,received,1
100355734,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Women's Fashion,109.9,2,109.9,Payaxis,received,1
100355734,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Women's Fashion,99.9,2,99.9,Payaxis,received,1
100355734,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Women's Fashion,219.5,2,219.5,Payaxis,received,1
100355734,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Women's Fashion,135.0,2,135.0,Payaxis,received,1
100355734,Wallace,Henrich,B,M,wallace.henrich@yahoo.com,2096490095,El Monte,Los Angeles,60133,488301,Women's Fashion,69.9,2,69.9,Payaxis,received,1
